call_id,n_segments,total_chars
NFLX_2022Q4,61,46945
NFLX_2023Q1,87,43448
NFLX_2023Q2,58,32817
NFLX_2023Q3,43,43808
NFLX_2023Q4,60,40485
NFLX_2024Q1,57,44681
NFLX_2024Q2,53,42924
NFLX_2024Q3,43,38290
NFLX_2024Q4,48,32218
NKE_2020Q1,38,54278
NKE_2020Q2,40,55326
NKE_2020Q3,28,55080
NKE_2020Q4,35,51802
NKE_2021Q1,52,53438
NKE_2021Q2,35,54562
NKE_2021Q3,38,54198
NKE_2021Q4,40,48623
NKE_2022Q1,30,52933
NKE_2022Q2,41,50426
NKE_2022Q3,32,53622
NKE_2022Q4,29,53448
NKE_2023Q1,34,55822
NKE_2023Q2,38,52298
NKE_2023Q3,35,51430
NKE_2023Q4,26,53319
NKE_2024Q1,39,54629
NKE_2024Q2,32,52046
NKE_2024Q3,30,51235
NKE_2024Q4,35,54891
NOW_2020Q1,50,58598
NOW_2020Q2,77,56003
NOW_2020Q3,45,57543
NOW_2020Q4,51,56750
NOW_2021Q1,67,53801
NOW_2021Q2,70,50847
NOW_2021Q3,72,53980
NOW_2021Q4,61,56307
NOW_2022Q1,67,54996
NOW_2022Q2,93,56631
NOW_2022Q3,49,47376
NOW_2022Q4,61,50056
NOW_2023Q1,73,50393
NOW_2023Q2,83,55837
NOW_2023Q3,87,51669
NOW_2023Q4,84,52434
NOW_2024Q1,65,24802
NOW_2024Q2,72,55220
NOW_2024Q3,77,55221
NOW_2024Q4,62,60546
NVDA_2020Q1,54,50621
NVDA_2020Q2,40,46987
NVDA_2020Q3,43,46415
NVDA_2020Q4,45,49109
NVDA_2021Q1,65,76000
NVDA_2021Q2,39,48119
NVDA_2021Q3,43,47151
NVDA_2021Q4,30,50428
NVDA_2022Q1,32,49368
NVDA_2022Q2,41,52487
NVDA_2022Q3,28,49070
NVDA_2022Q4,46,46156
NVDA_2023Q1,38,49111
NVDA_2023Q2,48,46740
NVDA_2023Q3,48,46547
NVDA_2023Q4,39,45874
NVDA_2024Q1,38,53688
NVDA_2024Q2,37,49475
NVDA_2024Q3,32,53820
NVDA_2024Q4,36,47992
OKE_2020Q1,102,50450
OKE_2020Q2,96,46492
OKE_2020Q3,104,55743
OKE_2020Q4,106,52375
OKE_2021Q1,118,53492
OKE_2021Q2,108,52686
OKE_2021Q3,68,35423
OKE_2021Q4,84,44610
OKE_2022Q1,62,32212
OKE_2022Q2,95,39326
OKE_2022Q3,46,30140
OKE_2022Q4,56,38280
OKE_2023Q1,96,35643
OKE_2023Q2,76,42701
OKE_2023Q3,92,43937
OKE_2023Q4,96,48922
OKE_2024Q1,74,28039
OKE_2024Q2,66,39676
OKE_2024Q3,74,38272
OKE_2024Q4,55,43007
ORCL_2020Q1,44,39869
ORCL_2020Q2,39,43018
ORCL_2020Q3,31,35259
ORCL_2020Q4,28,45812
ORCL_2021Q1,35,32665
ORCL_2021Q2,30,28865
ORCL_2021Q3,30,32014
ORCL_2021Q4,29,27188
ORCL_2022Q1,40,27026
ORCL_2022Q2,39,43092
ORCL_2022Q3,29,38915
ORCL_2022Q4,29,35994
ORCL_2023Q1,39,34862
ORCL_2023Q2,28,41413
ORCL_2023Q3,30,38298
ORCL_2023Q4,38,38009
ORCL_2024Q1,34,30263
ORCL_2024Q2,70,39760
ORCL_2024Q3,49,35652
ORCL_2024Q4,38,34389
OXY_2020Q1,75,53813
OXY_2020Q2,69,54437
OXY_2020Q3,66,51825
OXY_2020Q4,46,41387
OXY_2021Q1,62,18509
OXY_2021Q2,45,18004
OXY_2021Q3,58,19312
OXY_2021Q4,55,16428
OXY_2022Q1,52,17953
OXY_2022Q2,48,18691
OXY_2022Q3,49,16467
OXY_2022Q4,55,17306
OXY_2023Q1,49,20019
OXY_2023Q2,61,27382
OXY_2023Q3,50,14072
OXY_2023Q4,63,22101
OXY_2024Q1,59,20258
OXY_2024Q2,56,49161
OXY_2024Q3,43,49340
OXY_2024Q4,75,51350
PANW_2020Q1,90,57362
PANW_2020Q2,104,56398
PANW_2020Q3,43,51398
PANW_2020Q4,55,53412
PANW_2021Q1,96,69965
PANW_2021Q2,74,60954
PANW_2021Q3,64,61407
PANW_2021Q4,49,57951
PANW_2022Q1,62,59978
PANW_2022Q2,47,56140
PANW_2022Q3,70,56059
PANW_2022Q4,57,58511
PANW_2023Q1,64,53693
PANW_2023Q2,55,63324
PANW_2023Q3,58,62105
PANW_2023Q4,82,143862
PANW_2024Q1,63,55194
PANW_2024Q2,61,63487
PANW_2024Q3,80,60263
PANW_2024Q4,43,60156
PEP_2020Q1,48,33716
PEP_2020Q2,42,32781
PEP_2020Q3,47,33879
PEP_2020Q4,57,33589
PEP_2021Q1,54,33324
PEP_2021Q2,48,34217
PEP_2021Q3,65,34590
PEP_2021Q4,48,29638
PEP_2022Q1,53,26998
PEP_2022Q2,48,36349
PEP_2022Q3,38,27777
PEP_2022Q4,54,34439
PEP_2023Q1,47,24854
PEP_2023Q2,61,28404
PEP_2023Q3,45,23514
PEP_2023Q4,56,34731
PEP_2024Q1,53,30268
PEP_2024Q2,50,36327
PEP_2024Q3,43,36130
PEP_2024Q4,54,40332
PFE_2020Q1,70,56965
PFE_2020Q2,73,52074
PFE_2020Q3,83,56733
PFE_2020Q4,69,57027
PFE_2021Q1,50,45664
PFE_2021Q2,112,45648
PFE_2021Q3,88,83710
PFE_2021Q4,88,97250
PFE_2022Q1,97,59884
PFE_2022Q2,98,81023
PFE_2022Q3,80,64480
PFE_2022Q4,96,72734
PFE_2023Q1,109,69921
PFE_2023Q2,97,79197
PFE_2023Q3,82,57050
PFE_2023Q4,101,71649
PFE_2024Q1,116,32870
PFE_2024Q2,98,58048
PFE_2024Q3,93,78539
PFE_2024Q4,93,62613
PG_2020Q1,58,46449
PG_2020Q2,48,45736
PG_2020Q3,45,67264
PG_2020Q4,48,57437
PG_2021Q1,48,44850
PG_2021Q2,42,50688
PG_2021Q3,54,48839
PG_2021Q4,56,64437
PG_2022Q1,53,52629
PG_2022Q2,59,60162
PG_2022Q3,53,57016
PG_2022Q4,50,50430
PG_2023Q1,56,48256
PG_2023Q2,74,56213
PG_2023Q3,62,55452
PG_2023Q4,57,54892
PG_2024Q1,42,37418
PG_2024Q2,64,62378
PG_2024Q3,52,54064
PG_2024Q4,64,71336
PNC_2020Q1,90,34873
PNC_2020Q2,110,47623
PNC_2020Q3,85,36299
PNC_2020Q4,69,21783
PNC_2021Q1,117,35097
PNC_2021Q2,65,24397
PNC_2021Q3,190,52189
PNC_2021Q4,125,39670
PNC_2022Q1,57,32176
PNC_2022Q2,156,51815
PNC_2022Q3,85,32389
PNC_2022Q4,101,46532
PNC_2023Q1,78,42454
PNC_2023Q2,71,35383
PNC_2023Q3,105,43228
PNC_2023Q4,113,51066
PNC_2024Q1,117,43704
PNC_2024Q2,128,48404
PNC_2024Q3,109,40912
PNC_2024Q4,102,44217
PRU_2020Q1,56,48464
PRU_2020Q2,51,43396
PRU_2020Q3,71,45274
PRU_2020Q4,81,52170
PRU_2021Q1,84,50788
PRU_2021Q2,82,46868
PRU_2021Q3,72,47946
PRU_2021Q4,69,51450
PRU_2022Q1,51,41486
PRU_2022Q2,61,45053
PRU_2022Q3,92,54043
PRU_2022Q4,83,49822
PRU_2023Q1,73,53805
PRU_2023Q2,64,47765
PRU_2023Q3,74,46705
PRU_2023Q4,68,50277
PRU_2024Q1,64,17562
PRU_2024Q2,64,42771
PRU_2024Q3,74,52809
PRU_2024Q4,72,52153
PSX_2020Q1,88,51392
PSX_2020Q2,77,51408
PSX_2020Q3,74,51487
PSX_2020Q4,39,15724
PSX_2021Q1,25,13708
PSX_2021Q2,37,14736
PSX_2021Q3,85,52295
PSX_2021Q4,94,55174
PSX_2022Q1,105,51101
PSX_2022Q2,86,50191
PSX_2022Q3,53,35751
PSX_2022Q4,68,40116
PSX_2023Q1,73,47268
PSX_2023Q2,79,50812
PSX_2023Q3,84,46535
PSX_2023Q4,75,42604
PSX_2024Q1,69,20551
PSX_2024Q2,78,44669
PSX_2024Q3,90,46917
PSX_2024Q4,91,51177
PXD_2020Q1,71,36236
PXD_2020Q2,116,51319
PXD_2020Q3,103,35499
PXD_2020Q4,79,38884
PXD_2021Q1,115,43464
PXD_2021Q2,100,38356
PXD_2021Q4,73,45656
PXD_2022Q1,59,37332
PXD_2022Q2,56,30290
PXD_2022Q3,111,43728
PXD_2022Q4,51,24211
PXD_2023Q1,67,41043
PXD_2023Q2,75,48844
QCOM_2020Q1,58,34619
QCOM_2020Q2,80,44702
QCOM_2020Q3,63,43085
QCOM_2020Q4,69,46883
QCOM_2021Q1,82,50611
QCOM_2021Q2,71,49972
QCOM_2021Q3,63,46192
QCOM_2021Q4,65,38037
QCOM_2022Q1,62,43257
QCOM_2022Q2,57,40624
QCOM_2022Q3,62,40931
QCOM_2022Q4,58,41622
QCOM_2023Q1,60,38580
QCOM_2023Q2,58,40624
QCOM_2023Q3,51,37382
QCOM_2023Q4,55,43273
QCOM_2024Q1,53,36285
QCOM_2024Q2,49,33148
QCOM_2024Q3,49,37779
QCOM_2024Q4,47,33686
REGN_2020Q1,69,69998
REGN_2020Q2,71,52196
REGN_2020Q3,60,52916
REGN_2020Q4,44,42756
REGN_2021Q1,75,37060
REGN_2021Q2,61,57253
REGN_2021Q3,56,52785
REGN_2021Q4,48,49751
REGN_2022Q1,60,49220
REGN_2022Q2,50,55201
REGN_2022Q3,60,54131
REGN_2022Q4,62,54985
REGN_2023Q1,66,54782
REGN_2023Q2,72,51398
REGN_2023Q3,63,57162
REGN_2023Q4,48,54693
REGN_2024Q1,45,19106
REGN_2024Q2,70,54766
REGN_2024Q3,70,54229
REGN_2024Q4,65,56671
ROST_2020Q1,98,32169
ROST_2020Q2,94,30369
ROST_2020Q3,99,24968
ROST_2020Q4,77,21625
ROST_2021Q1,86,23127
ROST_2021Q2,70,20793
ROST_2021Q3,91,24167
ROST_2021Q4,50,16669
ROST_2022Q1,93,22606
ROST_2022Q2,84,19469
ROST_2022Q3,83,21241
ROST_2022Q4,82,32223
ROST_2023Q1,90,24391
ROST_2023Q3,92,23749
ROST_2023Q4,97,30723
ROST_2024Q1,85,22350
ROST_2024Q2,98,39457
ROST_2024Q3,77,40037
ROST_2024Q4,101,43161
SBUX_2020Q1,62,64332
SBUX_2020Q2,66,78686
SBUX_2020Q3,60,77787
SBUX_2020Q4,64,83774
SBUX_2021Q1,54,68341
SBUX_2021Q2,56,69345
SBUX_2021Q3,48,63447
SBUX_2021Q4,43,67048
SBUX_2022Q1,42,54003
SBUX_2022Q2,57,70198
SBUX_2022Q3,50,72642
SBUX_2022Q4,58,72282
SBUX_2023Q1,70,63466
SBUX_2023Q2,36,57166
SBUX_2023Q3,52,65969
SBUX_2023Q4,36,51850
SBUX_2024Q1,54,68033
SBUX_2024Q2,47,15154
SBUX_2024Q3,47,57449
SBUX_2024Q4,52,59347
SCHW_2020Q3,73,69174
SCHW_2022Q1,45,19013
SCHW_2022Q2,48,54287
SCHW_2022Q3,42,47211
SCHW_2022Q4,35,48227
SCHW_2023Q1,103,224428
SCHW_2023Q2,43,50443
SCHW_2023Q3,39,49585
SCHW_2023Q4,29,53700
SCHW_2024Q1,40,52069
SCHW_2024Q2,43,50436
SCHW_2024Q3,33,47797
SCHW_2024Q4,40,52228
SJM_2020Q1,92,56714
SJM_2020Q2,61,48430
SJM_2020Q3,81,50893
SJM_2020Q4,82,63872
SJM_2021Q1,61,47425
SJM_2021Q2,96,48082
SJM_2021Q3,69,44924
SJM_2021Q4,79,60556
SJM_2022Q1,60,23006
SJM_2022Q2,78,34987
SJM_2022Q3,77,27486
SJM_2022Q4,56,30342
SJM_2023Q1,88,27904
SJM_2023Q2,3,22820
SJM_2023Q3,92,25654
SJM_2023Q4,3,25361
SJM_2024Q1,64,22928
SJM_2024Q2,42,19651
SJM_2024Q3,91,35583
SJM_2024Q4,3,25170
SLB_2020Q1,57,50776
SLB_2020Q2,67,53692
SLB_2020Q3,59,53312
SLB_2020Q4,62,51824
SLB_2021Q1,63,50242
SLB_2021Q2,79,51793
SLB_2021Q3,56,50517
SLB_2021Q4,59,52597
SLB_2022Q1,71,51129
SLB_2022Q2,86,48397
SLB_2022Q3,71,45830
SLB_2022Q4,83,51338
SLB_2023Q1,66,49185
SLB_2023Q2,78,47479
SLB_2023Q3,85,46741
SLB_2023Q4,46,48079
SLB_2024Q1,70,48393
SLB_2024Q2,56,47446
SLB_2024Q3,56,48311
SLB_2024Q4,78,48994
SNPS_2020Q1,73,47167
SNPS_2020Q2,64,47042
SNPS_2020Q3,91,50996
SNPS_2020Q4,72,49339
SNPS_2021Q1,61,49465
SNPS_2021Q2,59,20686
SNPS_2021Q3,62,21098
SNPS_2021Q4,52,49078
SNPS_2022Q1,58,38326
SNPS_2022Q2,50,38884
SNPS_2022Q3,52,41660
SNPS_2022Q4,60,42608
SNPS_2023Q1,72,47743
SNPS_2023Q2,78,52772
SNPS_2023Q3,86,48297
SNPS_2023Q4,63,44278
SNPS_2024Q1,67,43655
SNPS_2024Q2,84,40810
SNPS_2024Q3,62,45296
SNPS_2024Q4,79,46001
SPGI_2020Q1,82,61403
SPGI_2020Q2,97,59835
SPGI_2020Q3,83,63802
SPGI_2020Q4,98,57175
SPGI_2021Q1,86,47105
SPGI_2021Q2,74,44606
SPGI_2021Q3,108,68039
SPGI_2021Q4,86,65937
SPGI_2022Q1,109,80722
SPGI_2022Q2,109,80607
SPGI_2022Q3,75,76620
SPGI_2022Q4,79,80520
SPGI_2023Q1,95,81982
SPGI_2023Q2,67,75749
SPGI_2023Q3,59,66304
SPGI_2023Q4,71,76724
SPGI_2024Q1,53,14738
SPGI_2024Q2,64,62221
SPGI_2024Q3,72,63640
SPGI_2024Q4,66,72782
SYK_2020Q1,98,69034
SYK_2020Q2,99,64491
SYK_2020Q3,84,57455
SYK_2020Q4,93,68805
SYK_2021Q1,99,62153
SYK_2021Q2,118,61842
SYK_2021Q3,56,48322
SYK_2021Q4,100,63781
SYK_2022Q1,78,53010
SYK_2022Q2,99,69216
SYK_2022Q3,93,61751
SYK_2022Q4,99,59148
SYK_2023Q1,105,63112
SYK_2023Q2,81,57798
SYK_2023Q3,77,50138
SYK_2023Q4,103,73853
SYK_2024Q1,79,27135
SYK_2024Q2,115,66014
SYK_2024Q3,124,67578
SYK_2024Q4,77,64245
TFC_2020Q1,108,65713
TFC_2020Q2,100,63892
TFC_2020Q3,56,58181
TFC_2020Q4,66,62788
TFC_2021Q1,84,56859
TFC_2021Q2,80,56751
TFC_2021Q3,68,53897
TFC_2021Q4,56,53082
TFC_2022Q1,66,55817
TFC_2022Q2,63,56007
TFC_2022Q3,58,54879
TFC_2022Q4,70,51559
TFC_2023Q1,68,54193
TFC_2023Q2,74,59344
TFC_2023Q3,79,56893
TFC_2023Q4,73,58167
TFC_2024Q1,84,57896
TFC_2024Q2,77,66436
TFC_2024Q3,62,52266
TFC_2024Q4,79,59826
TGT_2020Q1,56,23195
TGT_2020Q2,43,21039
TGT_2020Q3,43,14648
TGT_2020Q4,65,28588
TGT_2021Q1,45,13879
TGT_2021Q2,56,18356
TGT_2021Q3,40,15075
TGT_2021Q4,78,29270
TGT_2022Q1,52,18702
TGT_2022Q2,54,22235
TGT_2022Q3,47,17944
TGT_2022Q4,75,24612
TGT_2023Q1,47,21187
TGT_2023Q3,52,18960
TGT_2023Q4,78,33167
TGT_2024Q1,41,12920
TGT_2024Q2,46,62488
TGT_2024Q3,46,67149
TGT_2024Q4,59,122318
TJX_2020Q1,104,49703
TJX_2020Q2,76,51027
TJX_2020Q3,73,50815
TJX_2020Q4,53,51979
TJX_2021Q1,59,56034
TJX_2021Q2,36,51734
TJX_2021Q3,66,56391
TJX_2021Q4,51,56542
TJX_2022Q1,88,52099
TJX_2022Q2,53,14291
TJX_2022Q3,63,19897
TJX_2022Q4,52,53101
TJX_2023Q1,58,54137
TJX_2023Q2,44,52402
TJX_2023Q3,63,51300
TJX_2023Q4,48,48573
TJX_2024Q1,104,48836
TJX_2024Q2,62,46037
TJX_2024Q3,61,47101
TJX_2024Q4,53,49965
TMO_2020Q1,68,57315
TMO_2020Q2,55,58093
TMO_2020Q3,56,53346
TMO_2020Q4,42,56591
TMO_2021Q1,5,7183
TMO_2021Q2,57,53265
TMO_2021Q3,69,53380
TMO_2021Q4,71,54898
TMO_2022Q1,63,53400
TMO_2022Q2,64,53827
TMO_2022Q3,55,53489
TMO_2022Q4,57,53344
TMO_2023Q1,63,50686
TMO_2023Q2,49,54858
TMO_2023Q3,51,51669
TMO_2023Q4,44,53646
TMO_2024Q1,47,15228
TMO_2024Q2,45,49747
TMO_2024Q3,58,54654
TMO_2024Q4,42,53461
TRGP_2020Q1,53,38237
TRGP_2020Q2,52,31664
TRGP_2020Q3,78,44594
TRGP_2020Q4,91,48333
TRGP_2021Q1,96,46176
TRGP_2021Q2,80,34399
TRGP_2021Q3,97,42695
TRGP_2021Q4,88,43937
TRGP_2022Q1,82,43853
TRGP_2022Q2,64,40772
TRGP_2022Q3,85,40840
TRGP_2022Q4,93,54606
TRGP_2023Q1,55,38477
TRGP_2023Q2,65,43147
TRGP_2023Q3,106,53141
TRGP_2023Q4,86,53048
TRGP_2024Q1,65,25662
TRGP_2024Q2,93,41552
TRGP_2024Q3,71,46866
TRGP_2024Q4,87,58404
TRV_2020Q1,61,56707
TRV_2020Q2,100,58265
TRV_2020Q3,108,60357
TRV_2020Q4,111,67668
TRV_2021Q1,89,51022
TRV_2021Q2,82,58291
TRV_2021Q3,95,59258
TRV_2021Q4,79,65066
TRV_2022Q1,76,62506
TRV_2022Q2,70,55256
TRV_2022Q3,107,61510
TRV_2022Q4,60,53200
TRV_2023Q1,125,59728
TRV_2023Q2,70,53701
TRV_2023Q3,84,54512
TRV_2023Q4,75,56758
TRV_2024Q1,86,53720
TRV_2024Q2,91,57281
TRV_2024Q3,65,43445
TRV_2024Q4,70,54651
TSLA_2020Q1,90,46601
TSLA_2020Q2,94,48537
TSLA_2020Q3,108,50596
TSLA_2020Q4,81,48182
TSLA_2021Q1,70,47601
TSLA_2021Q2,101,43632
TSLA_2021Q3,87,50698
TSLA_2021Q4,85,42769
TSLA_2022Q1,123,49373
TSLA_2022Q2,117,49057
TSLA_2022Q3,137,42461
TSLA_2022Q4,93,47154
TSLA_2023Q1,108,50005
TSLA_2023Q2,92,48434
TSLA_2023Q3,88,41973
TSLA_2023Q4,136,47528
TSLA_2024Q1,162,54288
TSLA_2024Q2,86,45838
TSLA_2024Q3,110,52746
TSLA_2024Q4,79,52103
TXN_2020Q1,93,50853
TXN_2020Q2,54,35745
TXN_2020Q3,62,35293
TXN_2020Q4,48,25677
TXN_2021Q1,55,28727
TXN_2021Q2,62,30797
TXN_2021Q3,79,34653
TXN_2021Q4,51,32148
TXN_2022Q1,67,29079
TXN_2022Q2,76,28500
TXN_2022Q3,70,36590
TXN_2022Q4,53,31324
TXN_2023Q1,50,30158
TXN_2023Q2,57,26710
TXN_2023Q3,68,38077
TXN_2023Q4,74,33401
TXN_2024Q1,58,29473
TXN_2024Q2,90,44705
TXN_2024Q3,80,37803
TXN_2024Q4,73,41032
UNH_2020Q1,81,53498
UNH_2020Q2,71,55106
UNH_2020Q3,80,56407
UNH_2020Q4,73,47319
UNH_2021Q1,65,51011
UNH_2021Q2,58,50068
UNH_2021Q3,72,43976
UNH_2021Q4,70,43456
UNH_2022Q1,63,56195
UNH_2022Q2,60,49954
UNH_2022Q3,50,45917
UNH_2022Q4,67,53537
UNH_2023Q1,58,54628
UNH_2023Q2,51,41738
UNH_2023Q3,67,48797
UNH_2023Q4,68,53054
UNH_2024Q1,84,60511
UNH_2024Q2,59,48740
UNH_2024Q3,63,61633
UNH_2024Q4,55,57199
USB_2020Q1,59,42925
USB_2020Q2,107,43269
USB_2020Q3,106,36095
USB_2020Q4,127,47295
USB_2021Q1,131,54760
USB_2021Q2,144,46965
USB_2021Q3,86,41987
USB_2021Q4,134,50154
USB_2022Q1,89,49465
USB_2022Q2,109,51032
USB_2022Q3,90,37307
USB_2022Q4,138,52555
USB_2023Q1,140,49979
USB_2023Q2,104,42377
USB_2023Q3,86,44962
USB_2023Q4,99,42478
USB_2024Q1,104,28190
USB_2024Q2,139,52755
USB_2024Q3,110,44593
USB_2024Q4,106,48542
VLO_2020Q1,102,58431
VLO_2020Q2,113,55297
VLO_2020Q3,94,55651
VLO_2020Q4,77,55133
VLO_2021Q1,119,57047
VLO_2021Q2,87,49316
VLO_2021Q3,119,53785
VLO_2021Q4,90,53208
VLO_2022Q1,91,50335
VLO_2022Q2,113,46608
VLO_2022Q3,112,49896
VLO_2022Q4,115,45248
VLO_2023Q1,63,32956
VLO_2023Q2,109,47245
VLO_2023Q3,80,43374
VLO_2023Q4,110,52532
VLO_2024Q1,62,17058
VLO_2024Q2,66,40562
VLO_2024Q3,74,46258
VLO_2024Q4,107,49388
VRTX_2020Q1,1,55876
VRTX_2020Q2,1,52061
VRTX_2020Q3,1,55529
VRTX_2020Q4,50,38148
VRTX_2021Q1,75,35114
VRTX_2021Q2,57,36687
VRTX_2021Q3,50,55114
VRTX_2021Q4,46,52141
VRTX_2022Q1,55,49748
VRTX_2022Q2,51,49358
VRTX_2022Q3,58,51417
VRTX_2022Q4,62,56143
VRTX_2023Q1,52,52555
VRTX_2023Q2,51,49762
VRTX_2023Q3,64,52433
VRTX_2023Q4,58,61505
VRTX_2024Q1,61,17409
VRTX_2024Q2,51,52522
VRTX_2024Q3,52,52691
VRTX_2024Q4,71,61651
WFC_2020Q1,119,88878
WFC_2020Q2,138,95152
WFC_2020Q3,89,73367
WFC_2020Q4,84,88650
WFC_2021Q1,85,72102
WFC_2021Q2,87,66397
WFC_2021Q3,72,62952
WFC_2021Q4,73,74705
WFC_2022Q1,85,58178
WFC_2022Q2,99,66464
WFC_2022Q3,97,61823
WFC_2022Q4,86,72246
WFC_2023Q1,79,59363
WFC_2023Q2,89,55337
WFC_2023Q3,57,61309
WFC_2023Q4,78,61073
WFC_2024Q1,86,64943
WFC_2024Q2,72,57641
WFC_2024Q3,68,46353
WFC_2024Q4,62,61993
WMB_2020Q1,45,52396
WMB_2020Q2,62,56098
WMB_2020Q3,75,60507
WMB_2020Q4,79,67532
WMB_2021Q1,71,56560
WMB_2021Q2,53,57000
WMB_2021Q3,83,61742
WMB_2022Q1,61,57488
WMB_2022Q2,65,55956
WMB_2022Q3,53,48728
WMB_2023Q1,79,56958
WMB_2023Q2,89,54055
WMB_2023Q3,71,54774
WMB_2024Q1,66,30985
WMB_2024Q2,67,55766
WMB_2024Q3,70,53636
WMB_2024Q4,77,59110
WMT_2020Q4,300,93742
WMT_2021Q1,60,27443
WMT_2021Q2,75,57929
WMT_2021Q3,60,57712
WMT_2021Q4,174,175872
WMT_2022Q1,72,62247
WMT_2022Q2,56,59637
WMT_2022Q3,66,57443
WMT_2022Q4,57,58902
WMT_2023Q1,79,57976
WMT_2023Q2,80,67061
WMT_2023Q3,58,66020
WMT_2023Q4,64,18687
WMT_2024Q1,57,70418
WMT_2024Q2,65,67125
WMT_2024Q3,78,65951
WMT_2024Q4,48,60358
XOM_2020Q1,87,67642
XOM_2020Q2,78,76093
XOM_2020Q3,65,67416
XOM_2020Q4,73,75636
XOM_2021Q1,44,66279
XOM_2021Q2,50,73064
XOM_2021Q3,78,60172
XOM_2021Q4,84,53134
XOM_2022Q1,61,52535
XOM_2022Q2,62,52934
XOM_2022Q3,62,54801
XOM_2022Q4,79,55253
XOM_2023Q1,90,45129
XOM_2023Q2,98,53480
XOM_2023Q3,76,51601
XOM_2023Q4,75,52194
XOM_2024Q1,4,1484
XOM_2024Q2,62,51897
XOM_2024Q3,71,55326
XOM_2024Q4,60,53321
YUM_2020Q1,42,57644
YUM_2020Q2,40,41746
YUM_2020Q3,32,44181
YUM_2020Q4,36,46303
YUM_2021Q1,32,43959
YUM_2021Q2,30,43225
YUM_2021Q3,30,43409
YUM_2021Q4,27,44274
YUM_2022Q1,34,48763
YUM_2022Q2,32,43915
YUM_2022Q3,30,40441
YUM_2022Q4,27,37621
YUM_2023Q1,36,42495
YUM_2023Q2,30,43060
YUM_2023Q3,30,44443
YUM_2023Q4,30,46245
YUM_2024Q1,30,11800
YUM_2024Q2,28,44848
YUM_2024Q3,29,44728
YUM_2024Q4,28,49062
ZTS_2020Q1,58,67032
ZTS_2020Q2,42,51284
ZTS_2020Q3,52,51931
ZTS_2020Q4,59,66928
ZTS_2021Q1,60,61112
ZTS_2021Q2,53,49843
ZTS_2021Q3,52,51643
ZTS_2021Q4,43,58117
ZTS_2022Q1,47,52517
ZTS_2022Q2,40,49585
ZTS_2022Q3,52,66232
ZTS_2022Q4,45,58815
ZTS_2023Q1,45,51518
ZTS_2023Q2,40,49578
ZTS_2023Q3,44,51518
ZTS_2023Q4,45,61440
ZTS_2024Q1,49,11945
ZTS_2024Q2,45,57522
ZTS_2024Q3,48,56182
ZTS_2024Q4,43,55743
